sp_id	latitude	longitude
517131754	38.8980122	-77.4949486
517143508	38.8304622	-77.4306386
517243444	38.7977022	-77.0408287
508340706	39.1331422	-76.8089288
517158860	38.8496722	-77.3681786
517172518	38.8488922	-77.3050786
517168510	38.8518062	-77.3219946
517219186	38.8946222	-77.1223887
508260489	39.0449072	-77.1060597
517171046	38.7825422	-77.3116386
517185800	38.7906602	-77.2380586
517206176	38.8852822	-77.1739687
508242821	39.1395972	-77.1816376
517125031	38.8219722	-77.5465586
517171035	38.7811622	-77.3112186
502907180	38.9310852	-77.0125767
517213459	38.8517522	-77.1423387
517216226	38.9171022	-77.1328187
517149608	39.0383122	-77.4109186
517182967	38.8101322	-77.2546186
517152085	38.8597522	-77.3963886
517178033	38.8079622	-77.2749586
517171686	38.8398422	-77.3083986
517233433	38.8951522	-77.0740987
517162776	38.8416622	-77.3519286
502914784	38.9137122	-76.9884987
517203209	38.9310602	-77.1813497
517169090	38.9133222	-77.3259186
517240519	38.7994822	-77.0502287
517154981	38.8649922	-77.3869086
517207267	38.9094122	-77.1719587
502879765	38.9017812	-77.0514657
517190914	38.8708922	-77.2257986
502920907	38.9087422	-76.9362987
517162748	38.8416722	-77.3524686
517203435	38.7083023	-77.1814487
517240056	38.7230423	-77.0501287
502898697	38.8978222	-77.0291287
517160245	38.8821422	-77.3646186
517232383	38.7723822	-77.0777187
517233229	38.7432722	-77.0737787
517214216	38.8077022	-77.1381797
517195024	38.9034812	-77.2119067
517039487	38.3528923	-77.6737785
502905028	38.9488822	-77.0203587
517161018	38.9914522	-77.3620086
502903543	38.8942722	-77.0214587
517230094	38.8918522	-77.0852587
508326095	39.0873082	-76.8557808
508429369	39.3548221	-76.5313488
517174789	38.9647722	-77.2964986
517168659	38.8430122	-77.3254986
517151198	38.9498222	-77.4026386
517163711	38.9681492	-77.3455166
517149870	38.8428822	-77.4060386
517195551	38.7243523	-77.2129387
517178756	38.7840022	-77.2718986
517215206	38.8760722	-77.1356387
508315424	38.7823722	-76.8889088
517133708	38.8763822	-77.4815986
517224852	38.8721222	-77.1036287
502890066	38.9040322	-77.0392187
502872682	38.9593322	-77.0843987
517164095	38.9519622	-77.3458686
517188031	38.8664622	-77.2322986
502901085	38.9791722	-77.0267787
517223727	38.7791122	-77.1076887
517170722	38.8435122	-77.3125286
508292902	39.0020322	-76.9722497
517198365	38.8514222	-77.1997887
502881483	38.9161822	-77.0475087
517178550	38.8650402	-77.2717606
517239727	38.8557722	-77.0514987
517199963	38.8219022	-77.1931087
508328216	38.8146752	-76.8495278
508304207	38.8710562	-76.9232267
517157660	38.8582522	-77.3722276
517211470	38.8921722	-77.1517487
507831474	38.6731523	-76.9942287
517159063	38.9899822	-77.3688286
508321968	38.8485502	-76.8681158
502909342	38.8834022	-77.0071287
502910367	38.8915622	-77.0033087
502904052	38.8996122	-77.0202087
516882389	37.5199955	-77.8142465
508320102	38.9435552	-76.8727068
517212537	38.7901622	-77.1447387
517241719	38.8067522	-77.0470487
517234956	38.8955022	-77.0686787
517114498	38.9686522	-77.7376085
502898848	38.8980122	-77.0284987
502906583	38.8920192	-77.0136337
517172752	38.8620422	-77.3051386
517196640	38.8414922	-77.2067087
517198332	38.8667822	-77.2004287
502918546	38.8529122	-76.9660087
517222302	38.8039922	-77.1113687
517172394	38.8598702	-77.3032546
517174877	38.8488052	-77.2880306
502901566	38.9184522	-77.0249687
502871406	38.9253712	-77.1016407
517196886	38.9149922	-77.2053187
517204387	38.9671122	-77.1808087
517204207	38.9358122	-77.1792487
517169605	38.7918222	-77.3163186
517187936	38.8734722	-77.2323886
517156908	38.8798722	-77.3787086
517204839	38.9375822	-77.1786287
517186487	38.8393122	-77.2361586
517169844	38.8444622	-77.3157186
517221882	38.7325423	-77.1128287
517137766	38.9084822	-77.4604186
517172398	38.8217552	-77.3013456
508233379	39.1015922	-77.2320686
517204127	38.7426623	-77.1802087
502888523	38.9049522	-77.0412087
517147374	38.8851522	-77.4156586
517153283	38.9554222	-77.3917686
517115757	39.1402822	-77.7133785
508308546	38.9290322	-76.9100687
517175980	38.8194622	-77.2844586
517242137	38.8046122	-77.0453387
502878411	38.9094522	-77.0594487
508295118	39.1056827	-76.9612888
517121136	39.1488622	-77.5927385
517236177	38.8211722	-77.0624287
508244024	39.0744922	-77.1760387
517150911	38.9362246	-77.4013750
517181870	38.8098652	-77.2576576
517172127	38.9242622	-77.3088986
517137872	38.8718122	-77.4644686
508325628	38.9394222	-76.8582488
517144449	38.8452022	-77.4253186
502912305	38.8455122	-76.9992487
517152225	38.9682322	-77.3963886
517235315	38.8012822	-77.0667387
517204171	38.9408022	-77.1796287
517029725	38.6480723	-77.4474686
508853597	42.2824344	-73.0630448
517190541	38.7810822	-77.2272387
502883888	38.9113622	-77.0440487
517196757	38.8309922	-77.2046987
517125278	38.9866412	-77.5359335
517201764	38.8440322	-77.1854287
517166541	38.8519032	-77.3318126
517231163	38.8894722	-77.0831887
517171733	38.8609022	-77.3062186
517176101	39.0368422	-77.2890286
517169936	38.8486922	-77.3166386
517149373	38.9668522	-77.4087186
517216261	38.8966122	-77.1331587
517146743	38.9933322	-77.4199286
517228704	38.8939222	-77.0886387
502903188	38.9530136	-77.0215043
502910681	38.8432130	-76.9998481
517161062	38.8836622	-77.3620786
517218035	38.7784022	-77.1262087
517156023	38.9735622	-77.3796286
502881768	38.9034022	-77.0475987
517238720	38.8590052	-77.0534077
502879679	38.9055422	-77.0538587
517172359	38.8491792	-77.3035836
508265509	38.9832022	-77.0946987
517209704	38.9022322	-77.1596187
517168579	38.7991422	-77.3241786
517230901	38.8494122	-77.0847487
502890620	38.9040322	-77.0387987
517214450	38.8393922	-77.1369187
517191254	38.7693022	-77.2258387
517138843	38.8343522	-77.4552886
517223169	38.7286723	-77.1098287
517209183	38.8725642	-77.1593217
502904548	38.8746022	-77.0185947
517170565	38.8543951	-77.3077749
511211665	40.7357347	-73.7464676
502879235	38.8992282	-77.0543317
517145480	38.8832722	-77.4255686
517218346	38.8476212	-77.1229257
502900644	38.9047922	-77.0277587
517184245	38.7816022	-77.2495586
517192644	38.9314146	-77.2220436
517131723	38.9154022	-77.4956486
517124306	39.2155862	-77.5387445
517019908	38.6197923	-77.3127986
517132750	38.9023622	-77.4885886
517123905	39.1158622	-77.5527585
517115408	38.8670122	-77.6879785
517018794	38.6612423	-77.2970186
517165259	38.9326822	-77.3437686
517214772	38.8975322	-77.1386187
517211825	38.7799622	-77.1490287
517191786	38.9362022	-77.2228586
517201446	38.8320502	-77.1867447
517161010	38.9843022	-77.3603886
517219506	38.7224823	-77.1207387
517227031	38.7443622	-77.0941887
502850595	38.8074067	-104.7804010
517241366	38.8115662	-77.0454947
517205884	38.7757822	-77.1779287
517130723	38.8260322	-77.4968486
508322505	38.8638222	-76.8671788
517192009	38.7682122	-77.2249487
502878430	38.9054922	-77.0593787
517224823	38.7835222	-77.1037587
508289824	38.8015622	-76.9862287
517114881	39.0652722	-77.7508085
503613396	21.2781866	-157.7989966
517207658	38.8065822	-77.1671587
508264765	38.9847992	-77.0941737
517186549	38.8683422	-77.2371986
517113564	39.1520722	-77.7754085
517203219	38.9309872	-77.1814907
517016031	38.6314633	-77.2725246
517219975	38.7393622	-77.1192287
508307906	39.0317432	-76.9118027
508299301	38.8307362	-76.9414537
517148685	39.0381222	-77.4126986
502873386	38.9270222	-77.0807987
517182163	38.8716122	-77.2579486
517156280	38.9803722	-77.3806486
517163039	38.8853422	-77.3519086
502899961	38.9154022	-77.0273887
517200892	38.8186072	-77.1872427
517158250	38.9142822	-77.3740886
517197294	38.9092622	-77.2030687
502912999	38.8963822	-76.9941287
517223971	38.8547022	-77.1070287
517223967	38.8589222	-77.1067587
517197388	38.9254222	-77.2052687
517231845	38.8249522	-77.0783887
502874566	38.9567822	-77.0740087
517200436	38.8234422	-77.1904187
517237657	38.7559522	-77.0592687
517125376	38.7412603	-77.5338466
517239676	38.8043022	-77.0528787
517138699	38.8500122	-77.4537886
517197995	38.7858622	-77.2019887
517173772	38.9859222	-77.3008686
517130766	38.8999722	-77.5030986
517183045	38.7512423	-77.2565486
517195708	38.8292722	-77.2093487
502913688	38.8945722	-76.9920187
502896009	38.9127922	-77.0323987
517130962	38.7710823	-77.5019686
517124139	38.7676223	-77.5578286
508369528	38.9271122	-76.5939888
517150425	38.9284522	-77.4053686
517218217	38.8482322	-77.1252287
502913667	38.8949922	-76.9922787
502908064	38.9062122	-77.0099487
517137686	38.8580922	-77.4585186
517189042	38.7817822	-77.2320787
517134842	38.7717723	-77.4790086
502871294	38.9263522	-77.1023787
517177590	38.7332423	-77.2804186
517237350	38.8571933	-77.0565163
517123126	39.1143822	-77.5628385
517203113	38.7590222	-77.1846487
502916901	38.9034022	-76.9775087
517168356	38.9365522	-77.3283186
517181896	38.8693722	-77.2578726
517114676	39.0765022	-77.7420585
502875191	38.9147822	-77.0707887
517015933	38.6767123	-77.2647986
508261352	39.0946242	-77.1029617
517216690	38.7737522	-77.1300787
517114479	38.9703622	-77.7329985
517211867	38.7818422	-77.1498187
517143883	38.8124422	-77.4306486
508328064	39.1002412	-76.8477128
517200426	38.8329722	-77.1889687
517208720	38.8243222	-77.1649187
517226059	38.8919722	-77.0992987
517243880	39.2680922	-77.6420185
517236621	38.7751962	-77.0608847
502880259	38.9045862	-77.0500327
517230884	38.8500022	-77.0842487
516987246	37.6671627	-77.5636783
517238082	38.7675422	-77.0572087
502891127	38.9028822	-77.0378787
502918477	38.8742122	-76.9670887
517214882	38.9252822	-77.1398587
517190338	38.9231822	-77.2283786
508244523	39.0952039	-77.1730450
517145329	38.8402722	-77.4214086
517200963	38.7306624	-77.1886175
513260201	39.7789933	-84.0959525
517184970	38.9147622	-77.2449486
517134999	38.7537523	-77.4770786
502900295	38.8952522	-77.0275687
517179065	38.8877522	-77.2716786
517162037	38.9921222	-77.3564886
517137814	38.9113222	-77.4630586
517224589	38.8549952	-77.1032127
517227014	38.8045722	-77.0934987
517164041	38.9058922	-77.3487486
517211207	38.9236022	-77.1547187
517206912	38.9337822	-77.1730487
517177246	38.8042022	-77.2777886
502881093	38.8944222	-77.0495087
502902731	38.9674722	-77.0237387
517202609	38.8451622	-77.1824387
502880433	38.9161622	-77.0502787
517164381	38.9728522	-77.3457286
517198781	38.8045722	-77.2003287
517231497	38.7912922	-77.0806687
517126282	39.0982282	-77.5245805
503362799	41.1905386	-73.1506648
502907358	38.9031022	-77.0125687
502911408	38.9080822	-76.9994787
517219710	38.8427422	-77.1211087
517204942	38.9307622	-77.1780187
517146413	38.8148922	-77.4227086
508301158	38.9650162	-76.9389737
517220815	38.9306822	-77.1178487
517187801	38.7393073	-77.2312647
508299142	38.8305562	-76.9437257
517146410	38.7878523	-77.4217686
508321194	38.9559662	-76.8722408
517125620	38.9844022	-77.5367685
517233567	38.7425422	-77.0726287
502875715	38.9511982	-77.0676967
517185948	38.8739622	-77.2376086
508259663	39.2255522	-77.1113387
502879775	38.9110422	-77.0527687
502875235	38.9206622	-77.0713987
502891623	38.9167622	-77.0379587
517176277	38.8859922	-77.2856786
517153230	38.9547022	-77.3938686
517172049	39.0086322	-77.3091186
517174436	38.8366922	-77.2960486
508312844	38.9670822	-76.8975887
508270351	38.9948422	-77.0768387
517112607	38.7133023	-77.7980485
502897970	38.9049782	-77.0295177
502875137	38.9199822	-77.0705687
517225039	38.8444762	-77.1002517
502891964	38.9089922	-77.0371587
517137765	38.9113222	-77.4630586
517150680	39.0250922	-77.4065386
517159217	38.9659622	-77.3698586
517166158	38.9835122	-77.3362586
517178634	38.7772322	-77.2731086
508281231	38.9980002	-77.0230217
517116536	39.1346222	-77.6628885
517157716	38.9568492	-77.3741106
517164549	38.8508762	-77.3433246
517188645	38.8663422	-77.2316486
517214907	38.9381122	-77.1400287
508948257	42.4283993	-71.3125413
502900651	38.9052722	-77.0277587
517205248	38.8824652	-77.1762957
517172905	38.9792822	-77.3046586
517181230	38.7073463	-77.2619276
517144205	38.9330412	-77.4263806
517136931	38.7508323	-77.4712186
517174467	38.7787322	-77.2959386
517180112	38.8321622	-77.2671886
517142282	38.8898822	-77.4359136
502880857	38.8963822	-77.0495587
517174558	39.0009922	-77.2974386
508253610	39.0271672	-77.1323887
502893261	38.8978562	-77.0335797
517220407	38.8040122	-77.1172987
517039095	38.3562136	-77.6439884
517209235	38.8241225	-77.1611781
517134663	38.8442722	-77.4791386
517225537	38.7627122	-77.1015187
517216866	38.8913122	-77.1303587
517208443	38.9100022	-77.1665987
502893154	38.9037622	-77.0345047
517027346	38.3233823	-77.4254486
517163911	38.7892522	-77.3481386
517196639	38.8214022	-77.2042987
517153995	38.8901022	-77.3902186
502879812	38.9437922	-77.0525087
502909557	38.9562222	-77.0032577
517242655	38.8059522	-77.0430287
502885148	38.8972972	-77.0417667
517182270	38.7646123	-77.2577286
517218683	38.9271122	-77.1247387
502881691	38.9043422	-77.0477087
517166303	38.9663822	-77.3364386
517166429	38.9450822	-77.3361686
517168616	38.8270522	-77.3232186
517135963	38.7511823	-77.4729286
502907082	38.8846322	-77.0157887
508455183	39.2887321	-76.6196988
517135843	39.0770722	-77.4752286
517229935	38.8916152	-77.0848897
517131170	38.9613822	-77.5013386
517228764	38.8907722	-77.0889587
517141380	38.7728933	-77.4429826
517159596	38.7015623	-77.3690986
517228211	38.8619022	-77.0906087
517207747	38.8421822	-77.1683087
517162704	38.9380147	-77.3513162
517194683	38.7085723	-77.2141887
517187658	38.7374623	-77.2355387
517142544	38.8872042	-77.4373038
517221723	38.7625902	-77.1103327
508312381	38.7793622	-76.8986288
517116754	38.8350523	-77.6632485
517235392	38.8563222	-77.0679287
517189432	38.8697322	-77.2277586
517138925	38.8935522	-77.4540086
517183323	38.8157522	-77.2513186
502887707	38.9018822	-77.0398987
517153812	38.7772523	-77.3867086
502898513	38.8978222	-77.0291287
517174077	39.0153732	-77.2937046
517218022	38.7680122	-77.1266887
502676927	38.5811349	-121.4950078
517195388	38.7981422	-77.2114187
502885376	38.9008922	-77.0419787
517206728	38.8566922	-77.1724487
502892212	38.9262672	-77.0355127
517162702	38.9380147	-77.3513162
517200231	38.7889122	-77.1933187
517014030	38.6627023	-77.1800787
517162649	38.9305122	-77.3507226
517194048	38.9118522	-77.2156886
517229324	38.8516422	-77.0870887
502878175	38.9041272	-77.0590577
517179468	38.8349122	-77.2705286
517228730	38.8951422	-77.0885087
508278773	38.9934572	-77.0323897
517159909	38.8506322	-77.3659886
517213605	38.8105632	-77.1393947
517219740	38.8036772	-77.1170197
517199279	38.7148123	-77.1969387
517215828	38.8525622	-77.1341087
508278780	38.9972992	-77.0317387
517163786	38.8442722	-77.3459086
517182169	38.8571322	-77.2580186
517206958	38.9432622	-77.1732287
502873767	38.9475222	-77.0789987
517014913	38.6160223	-77.2539487
517212052	38.8742322	-77.1486987
517148251	38.8799022	-77.4140286
517208174	38.8859022	-77.1648687
517239605	38.8058822	-77.0525687
517136121	38.7704923	-77.4742686
517234730	38.8938422	-77.0714687
517147269	38.8844222	-77.4169086
517215252	38.9143522	-77.1353687
508318951	38.7809602	-76.8769998
517139063	38.7340223	-77.4576286
517234198	38.7632022	-77.0699287
508381449	38.9605122	-76.5084389
517113505	39.1396722	-77.7884885
502875453	38.9526572	-77.0685317
517190156	38.9196752	-77.2260626
517182230	38.7033023	-77.2580886
508341006	39.1219952	-76.8016548
517145878	38.9919922	-77.4238886
517186635	38.8761222	-77.2372086
517146522	38.9148422	-77.4185486
517232829	38.7806422	-77.0748987
517170745	38.8505822	-77.3098286
517202268	38.8974522	-77.1846987
517236516	38.8018922	-77.0616387
502883419	38.9056012	-77.0434907
517204124	38.8871922	-77.1794687
517206354	38.9311722	-77.1763787
511179820	40.6582617	-73.6672697
502899795	38.9736632	-77.0269697
517222358	38.8154322	-77.1105687
517157095	38.9580522	-77.3746086
517162166	38.9591322	-77.3574886
517201303	38.9331422	-77.1898587
508334872	38.8673522	-76.8306988
510397814	35.7336430	-81.3400876
502907133	38.9310852	-77.0125767
517165122	38.9488822	-77.3403386
502900149	38.8978322	-77.0264887
