sp_id	stco	latitude	longitude
450125324	51059	38.896939	-77.193781
450059320	51059	38.7794789	-77.1195055
450113457	51065	37.823964	-78.279426
450129865	51059	38.749315	-77.071875
450136688	51059	38.803995	-77.41998
450106967	51171	38.705069	-78.667942
450122870	51107	39.037365	-77.471258
450115830	51179	38.434898	-77.449313
450135851	51059	38.717541	-77.235466
450145757	51041	37.387365	-77.502982
450129772	51740	36.815225	-76.383726
450130255	51107	39.045741	-77.384819
450120670	51047	38.4728	-77.95
450137224	51680	37.415757	-79.203618
450139642	51059	38.882818	-77.265697
450133701	51650	37.056112	-76.319191
450137946	51109	38.017333	-77.915725
450111484	51059	38.789793	-77.124493
450125932	51073	37.383146	-76.52464
450139268	51179	38.46215	-77.495122
450146909	51683	38.748363	-77.467819
450127038	51143	36.946357	-79.366639
450110578	51740	36.819057	-76.310117
450130794	51107	38.914482	-77.522356
450143975	51127	37.513859	-76.984517
450124961	51059	38.778151	-77.191486
450127611	51101	37.696068	-77.035895
450125581	51071	37.326281	-80.735195
450118145	51550	36.75514	-76.350801
450134052	51153	38.66751	-77.345692
450147294	51073	37.357671	-76.525121
450138145	51760	37.520594	-77.513406
450151305	51810	36.747129	-75.999882
450124762	51069	39.27154	-78.248302
450151236	51041	37.488607	-77.586397
450107164	51061	38.736923	-77.714076
450146237	51153	38.672295	-77.260216
450140590	51059	38.941868	-77.408145
450124396	51059	38.912103	-77.229982
450146166	51059	38.879297	-77.303742
450142942	51161	37.334516	-79.937808
450073183	51059	38.9340813	-77.1970810
450150093	51145	37.551808	-77.93841
450112377	51059	38.791381	-77.240023
450126627	51550	36.707722	-76.236498
450127488	51083	36.723836	-78.916946
450096380	51059	38.929782	-77.363918
450108008	51017	38.03385	-79.79473
450115310	51059	38.785272	-77.388009
450131843	51041	37.433527	-77.553612
450048590	51059	38.9503141	-77.3330045
450130646	51087	37.659077	-77.544981
450109049	51199	37.102127	-76.419548
450111226	51107	38.89988	-77.54417
450124218	51059	38.910826	-77.421469
450131984	51770	37.250099	-79.972149
450064601	51059	38.8834855	-77.2619041
450123643	51019	37.368933	-79.309787
450128749	51760	37.595145	-77.447822
450148031	51191	36.777991	-81.801867
450104909	51185	37.26875	-81.39086
450107390	51089	36.660452	-79.713144
450113953	51059	38.878524	-77.408874
450048644	51059	38.7808818	-77.2357788
450125731	51059	38.856433	-77.129174
450135639	51600	38.859673	-77.328972
450131080	51550	36.797066	-76.241041
450073116	51059	38.7872940	-77.1190828
450149855	51059	38.863542	-77.413012
450128451	51059	38.74993	-77.141525
450126399	51770	37.245698	-79.991714
450143592	51059	38.889967	-77.378385
450114451	51041	37.348681	-77.471502
450125081	51169	36.640488	-82.566425
450113021	51161	37.214615	-80.000141
450135587	51810	36.775275	-76.10479
450065958	11001	38.9177227	-77.0980207
450123395	51059	38.935991	-77.41333
450118146	51550	36.756229	-76.342851
450129222	51161	37.220839	-80.017451
450110774	51087	37.641364	-77.480167
450117077	51041	37.524868	-77.536138
450122908	51061	38.718604	-77.814958
450106903	51087	37.57005	-77.363464
450131993	51710	36.875172	-76.289549
450104194	51059	38.818055	-77.30876
450133300	51003	38.050821	-78.706796
